DATE,REGION,REVENUE,COGS,FORECASTED_REVENUE
16-11-2023,South Zone,469.66,701.26,6912.78
16-11-2023,Central Zone,2653.16,3068.16,3375.44
17-11-2023,North Zone,1193.78,1195.04,3859.07
17-11-2023,East Zone,1266.57,756.48,2272.28
17-11-2023,West Zone,2249.99,2123.44,1037.15
17-11-2023,South Zone,4194.16,35.99,1133.45
17-11-2023,Central Zone,3798.78,2510.78,3805.88
18-11-2023,North Zone,1124.3,3978.44,67.53
18-11-2023,East Zone,89.69,573.08,432.88
18-11-2023,West Zone,860.17,1421.03,2260.88
18-11-2023,South Zone,1853.92,110.54,3097.2
18-11-2023,Central Zone,7386.75,34.2,4355.42
19-11-2023,North Zone,2018.71,3619.48,1537.28
19-11-2023,East Zone,4497.1,433.64,4160.09
19-11-2023,West Zone,1930.74,301.21,2632.14
19-11-2023,South Zone,1253.99,141.37,569.77
19-11-2023,Central Zone,853.2,1065.67,1620.17
20-11-2023,North Zone,5275.68,1628.45,410.32
20-11-2023,East Zone,977.92,2.07,3087.82
20-11-2023,West Zone,669.08,1963.49,6856.26
20-11-2023,South Zone,3582.11,157.34,1550.59
20-11-2023,Central Zone,2511.2,3951.88,476.11
21-11-2023,North Zone,3050.95,689.04,8355.12
21-11-2023,East Zone,2866.66,1021.61,105.97
21-11-2023,West Zone,2361.92,8.5,1337.22
21-11-2023,South Zone,347.76,2962.61,1808.07
21-11-2023,Central Zone,3993.89,627.46,1831.94
22-11-2023,North Zone,1947.6,1076.07,734.32
22-11-2023,East Zone,71.02,3457.25,1483.33
22-11-2023,West Zone,5355.8,224.85,3579.87
22-11-2023,South Zone,572.74,2673.69,4333.29
22-11-2023,Central Zone,6614.25,918.14,3652.35
23-11-2023,North Zone,1806.92,3515.3,93.26
23-11-2023,East Zone,5308.43,2351.61,6212.61
23-11-2023,West Zone,5071.22,796.34,1523.25
23-11-2023,South Zone,1170.31,126.42,5727.05
23-11-2023,Central Zone,3475.93,41.73,2639.11
24-11-2023,North Zone,4513.5,2827.52,3073.81
24-11-2023,East Zone,9438.63,876.9,918.21
24-11-2023,West Zone,48.4,1486.16,4080.72
24-11-2023,South Zone,418.73,2910.43,8401.76
24-11-2023,Central Zone,2536.99,495.53,1469.38
25-11-2023,North Zone,7.36,2248.52,105.2
25-11-2023,East Zone,4146.06,27.76,4483.92
25-11-2023,West Zone,2556.12,326.57,1273.66
25-11-2023,South Zone,3265.3,1660.78,2850.72
25-11-2023,Central Zone,2860.35,1908.15,4673.97
26-11-2023,North Zone,5434.09,2074.31,3888.08
26-11-2023,East Zone,642.49,258.44,1374.51
26-11-2023,West Zone,1594.7,1084.76,7082.23
26-11-2023,South Zone,3707.45,3012.88,1077.17
26-11-2023,Central Zone,2420.54,535.99,537.49
27-11-2023,North Zone,2550.33,679.1,4175.44
27-11-2023,East Zone,1877.14,92.7,4403.22
27-11-2023,West Zone,622.83,3325.35,126.13
27-11-2023,South Zone,5036.38,348.66,2749.95
27-11-2023,Central Zone,1724.83,1141.27,840.92
28-11-2023,North Zone,6687.14,462.6,6406.78
28-11-2023,East Zone,8380.09,674.24,906.55
28-11-2023,West Zone,785.35,2956.01,2828.19
28-11-2023,South Zone,1808.51,693.9,454.57
28-11-2023,Central Zone,224.37,3049.11,6998.32
29-11-2023,North Zone,468.15,1861.75,454.61
29-11-2023,East Zone,2591.46,386.96,3245.94
29-11-2023,West Zone,2130.72,435.47,794.89
29-11-2023,South Zone,1684.07,525.25,4394.39
29-11-2023,Central Zone,3694.08,1058.38,633.03
30-11-2023,North Zone,935.13,1153.07,4430.92
30-11-2023,East Zone,1619.07,3686.14,2200.49
30-11-2023,West Zone,8422.44,2685.24,3848.53
30-11-2023,South Zone,2532.76,973.45,2294.22
30-11-2023,Central Zone,3460.57,48.69,2537.35
01-12-2023,North Zone,4735.7,1049.17,6109.19
01-12-2023,East Zone,2048.29,688.12,1707.51
01-12-2023,West Zone,1950.21,1047.63,5648.05
01-12-2023,South Zone,2198.43,54.59,2017.71
01-12-2023,Central Zone,6854.32,7273.36,2344.41
02-12-2023,North Zone,1536.75,294.72,4546.22
02-12-2023,East Zone,7362.49,1600.08,1704.2
02-12-2023,West Zone,142.05,376.2,6346.5
02-12-2023,South Zone,991.07,3986.34,2341.91
02-12-2023,Central Zone,7741.72,2179,1353.92
03-12-2023,North Zone,6760.44,539.92,4185.22
03-12-2023,East Zone,582.93,1786.42,1046.16
03-12-2023,West Zone,613.09,2689.47,5233.56
03-12-2023,South Zone,3514.44,207.89,979.05
03-12-2023,Central Zone,1123.33,375.35,19.46
04-12-2023,North Zone,973.27,879.76,689.71
04-12-2023,East Zone,1089.71,164.64,5600.25
04-12-2023,West Zone,1533.11,671.65,1386.38
04-12-2023,South Zone,7565.51,494.37,5815.44
04-12-2023,Central Zone,2576.53,3506.1,1525.42
05-12-2023,North Zone,769.82,407.43,1282.13
05-12-2023,East Zone,2630.63,2351.45,5875.37
05-12-2023,West Zone,2210.7,447.74,273.3
05-12-2023,South Zone,448.3,1808.89,7601.86
05-12-2023,Central Zone,9816.55,1605.77,1983.24
06-12-2023,North Zone,2674.44,478.57,955.56
06-12-2023,East Zone,1163.75,1323.66,595.46
06-12-2023,West Zone,2460.33,196.43,2163.6
06-12-2023,South Zone,841.51,505.77,7086
06-12-2023,Central Zone,5588.19,3150.45,1041.78
07-12-2023,North Zone,4912.84,345.08,1663.04
07-12-2023,East Zone,833.66,1343.93,1804.59
07-12-2023,West Zone,4559.18,591.28,605.29
07-12-2023,South Zone,3157.47,225.29,1713.07
07-12-2023,Central Zone,245.38,3252.04,6553.51
08-12-2023,North Zone,868.73,1313.16,2667.03
08-12-2023,East Zone,7558.14,1317.32,1149.94
08-12-2023,West Zone,606.89,1200.74,6137.22
08-12-2023,South Zone,2598.84,310.65,389.82
08-12-2023,Central Zone,337.94,1280.88,2683.93
09-12-2023,North Zone,574.55,311.75,1448.46
09-12-2023,East Zone,1089.17,3733.44,762.98
09-12-2023,West Zone,45.6,171.85,603.65
09-12-2023,South Zone,2047.06,682.05,511.57
09-12-2023,Central Zone,10842.18,1133.47,10624.67
10-12-2023,North Zone,563.55,567.81,950.1
10-12-2023,East Zone,1888.84,2902.87,1804.18
10-12-2023,West Zone,3169.89,589.18,1090.55
10-12-2023,South Zone,4780.11,133.41,3208.03
10-12-2023,Central Zone,43.73,122.24,2737.03
11-12-2023,North Zone,8103.19,1229.36,131.7
11-12-2023,East Zone,368.88,3807.4,2821.51
11-12-2023,West Zone,1633.52,1664.96,9542.06
11-12-2023,South Zone,5897.11,2035.22,5227.62
11-12-2023,Central Zone,1995.26,1544.49,964.42
12-12-2023,North Zone,184.75,259.46,2051.83
12-12-2023,East Zone,4317.94,513.9,1300.85
12-12-2023,West Zone,2584.02,2597.25,1909.33
12-12-2023,South Zone,1987.98,1147.96,1793.17
12-12-2023,Central Zone,1694.87,138.45,2872
13-12-2023,North Zone,3027.53,1616.02,2612.17
13-12-2023,East Zone,7618.74,1232.27,3823.05
13-12-2023,West Zone,1669.47,2351.01,5843.04
13-12-2023,South Zone,1500.76,567.68,54.84
13-12-2023,Central Zone,1371.85,2008.49,2140.33
14-12-2023,North Zone,630.96,1583.48,2699.89
14-12-2023,East Zone,5079.77,421.72,807.23
14-12-2023,West Zone,743,653.07,5148.47
14-12-2023,South Zone,2296.14,2410.51,450.85
14-12-2023,Central Zone,4318.23,2179.98,5203.38
15-12-2023,North Zone,136.32,287.74,4076.71
15-12-2023,East Zone,3652.56,1848.36,2731.05
15-12-2023,West Zone,2684.02,2976.76,5882.16
15-12-2023,South Zone,394.2,2146.91,2935.48
15-12-2023,Central Zone,8908.33,490.41,590.05
16-12-2023,North Zone,3205.92,1199.6,6296.61
16-12-2023,East Zone,2898.39,2880.28,1016.93
16-12-2023,West Zone,6955.32,1940.45,6497.32
16-12-2023,South Zone,3642.43,1901.34,3242.38
16-12-2023,Central Zone,2892.27,517.1,2622.13
17-12-2023,North Zone,2471.92,3302.85,5700.82
17-12-2023,East Zone,1340.47,196,3296.32
17-12-2023,West Zone,4189.75,1234.14,2078.16
17-12-2023,South Zone,4246.72,793.23,4065.41
17-12-2023,Central Zone,4206.84,1712.96,979.03
18-12-2023,North Zone,2367.52,1097.79,1631.89
18-12-2023,East Zone,1188.24,247.23,1336.31
18-12-2023,West Zone,2599.2,161.46,1887.49
18-12-2023,South Zone,473.77,1511.51,1716.66
18-12-2023,Central Zone,3724.89,2020.05,4349.69
19-12-2023,North Zone,4645.26,1286.67,2248.49
19-12-2023,East Zone,6824.67,610.42,38.77
19-12-2023,West Zone,1642.44,633.21,6556.81
19-12-2023,South Zone,322.25,1171.68,398.23
19-12-2023,Central Zone,869.4,3530.8,4034.57
20-12-2023,North Zone,7.52,938.16,1033.39
20-12-2023,East Zone,5079.12,980.07,618.31
20-12-2023,West Zone,4917.63,4351.8,14544.88
20-12-2023,South Zone,1859.83,92.02,170.87
20-12-2023,Central Zone,3236.07,733.34,144.09
21-12-2023,North Zone,465.16,2357.8,1700.85
21-12-2023,East Zone,5326.14,2916.21,2519.65
21-12-2023,West Zone,2776.61,664.06,555.66
21-12-2023,South Zone,1243.04,668.33,3688.13
21-12-2023,Central Zone,5550.82,1939.29,8006.98
22-12-2023,North Zone,7867.53,1360.72,1621.07
22-12-2023,East Zone,3437.23,526.63,304.99
22-12-2023,West Zone,2862.51,1004.82,4356.4
22-12-2023,South Zone,1427.77,6313.8,6725.46
22-12-2023,Central Zone,1218.89,45.12,4201.66
23-12-2023,North Zone,4676.23,1074.5,2467.23
23-12-2023,East Zone,3597.44,1100.48,5431.67
23-12-2023,West Zone,493.31,2016.74,1403.23
23-12-2023,South Zone,2891.05,530.8,2054.31
23-12-2023,Central Zone,1117.93,2757.07,251.56
24-12-2023,North Zone,4196.84,810.84,571.87
24-12-2023,East Zone,1685.3,158.22,3609.39
24-12-2023,West Zone,527.29,1573.34,2803.1
24-12-2023,South Zone,456.13,42.32,1316.28
24-12-2023,Central Zone,4423.05,1996.09,3441.44
25-12-2023,North Zone,2653.52,19.15,1175.22
25-12-2023,East Zone,2279.45,1423.4,5856.39
25-12-2023,West Zone,1937.72,3209.08,6156.18
25-12-2023,South Zone,4449.81,1879.07,1781.38
25-12-2023,Central Zone,2606.26,1534.82,108.73
26-12-2023,North Zone,589.4,1987.64,5036.02
26-12-2023,East Zone,333.91,1440.87,5650.64
26-12-2023,West Zone,1446.28,1626.31,6681.57
26-12-2023,South Zone,16799.27,1652.83,1489.19
26-12-2023,Central Zone,395.2,2654.02,802.8
27-12-2023,North Zone,2005.88,136.03,160.55
27-12-2023,East Zone,6589.19,1878.2,3707.3
27-12-2023,West Zone,207.74,864.48,2250.62
27-12-2023,South Zone,548.22,412.47,2837.37
27-12-2023,Central Zone,2520.28,3542.83,2569.36
28-12-2023,North Zone,88.09,5292.7,5709.88
28-12-2023,East Zone,16489.05,2398.53,395.08
28-12-2023,West Zone,718.31,1194.32,1386.64
28-12-2023,South Zone,394.21,1183.49,5651.63
28-12-2023,Central Zone,1350.18,177.38,4450.64
29-12-2023,North Zone,2518.4,1186.96,4931.41
29-12-2023,East Zone,7565.42,798.06,4829.18
29-12-2023,West Zone,1742.59,2654.78,234.65
29-12-2023,South Zone,2047.6,3604.85,5925.54
29-12-2023,Central Zone,1564.05,979.12,304.32
30-12-2023,North Zone,2639.2,1277.7,10246.88
30-12-2023,East Zone,1077.57,2501.83,2261.27
30-12-2023,West Zone,4076.48,1660.98,1413.57
30-12-2023,South Zone,4249.62,2201.67,1292.76
30-12-2023,Central Zone,2526.24,397.88,476.52
31-12-2023,North Zone,5728.72,3797.02,1246.07
31-12-2023,East Zone,3155.82,1205.06,2773.84
31-12-2023,West Zone,1985.52,988.21,1899.04
31-12-2023,South Zone,5387.99,1190.32,8733.37
31-12-2023,Central Zone,2562.36,1719.73,2663.41
01-01-2024,North Zone,9502.88,123.78,2709.52
01-01-2024,East Zone,2044.23,2518.48,1108.43
01-01-2024,West Zone,2401.67,2810.47,1707.35
01-01-2024,South Zone,769.26,70.77,9245.52
01-01-2024,Central Zone,880.42,2197.84,597.58
02-01-2024,North Zone,1413.53,4749.94,1445.87
02-01-2024,East Zone,4577.82,1916.12,370.88
02-01-2024,West Zone,1060.61,608.37,6975.63
02-01-2024,South Zone,6426.09,1603.6,4120.3
02-01-2024,Central Zone,3943.65,437.35,3628.31
03-01-2024,North Zone,4125.26,2255.65,61.29
03-01-2024,East Zone,301.17,1577.63,5900.95
03-01-2024,West Zone,8881.9,2310.06,3173.63
03-01-2024,South Zone,2030.78,1191.68,2936.14
03-01-2024,Central Zone,908.53,347.64,3674.66
04-01-2024,North Zone,1936.16,1351.39,2423.59
04-01-2024,East Zone,7352.5,1647.57,235.02
04-01-2024,West Zone,3559.69,2657.5,5538.42
04-01-2024,South Zone,1241.9,787.6,4375.92
04-01-2024,Central Zone,1091.82,2564.33,1976.12
05-01-2024,North Zone,4351.92,521.9,718.44
05-01-2024,East Zone,367.44,2757.2,2.36
05-01-2024,West Zone,1737.93,2467.77,1330.75
05-01-2024,South Zone,2569,231.95,1808.76
05-01-2024,Central Zone,5273.79,1707.98,9833.26
06-01-2024,North Zone,1765.8,167.32,967.61
06-01-2024,East Zone,6698.97,6451.11,619.87
06-01-2024,West Zone,7049.96,765.76,3748.15
06-01-2024,South Zone,87.1,38.45,9103.36
06-01-2024,Central Zone,926.09,1379.74,2844.45
07-01-2024,North Zone,4645.84,126.59,2555.3
07-01-2024,East Zone,3161.46,1048.59,5229.53
07-01-2024,West Zone,125.29,1336.46,3843.58
07-01-2024,South Zone,2015.23,2061.13,253.61
07-01-2024,Central Zone,4201.17,2127.58,1398.81
08-01-2024,North Zone,14233.62,722.5,273.94
08-01-2024,East Zone,688.37,794.6,1260.75
08-01-2024,West Zone,492.43,6856.99,10478.26
08-01-2024,South Zone,1389.95,1060.94,1401.54
08-01-2024,Central Zone,2393.98,943.32,5935.29
09-01-2024,North Zone,10535.69,4839.85,2737.15
09-01-2024,East Zone,4351.54,390.99,480.59
09-01-2024,West Zone,2587.66,1261.46,7571.79
09-01-2024,South Zone,49,1315.59,186.11
09-01-2024,Central Zone,2016.01,2574.58,7309.18
10-01-2024,North Zone,1079.1,552.73,313.31
10-01-2024,East Zone,2708.93,1874.9,5804.45
10-01-2024,West Zone,3773.8,1018.76,1219.38
10-01-2024,South Zone,810.08,2416.15,4029.66
10-01-2024,Central Zone,5167.75,280.83,1344.68
11-01-2024,North Zone,818.12,2228.42,4341.75
11-01-2024,East Zone,3832.08,157.46,5954.17
11-01-2024,West Zone,2204.26,2074.99,2390.73
11-01-2024,South Zone,4339.75,2534.44,1729.37
11-01-2024,Central Zone,6434.9,674.3,1667.69
12-01-2024,North Zone,261.8,1808.73,462.58
12-01-2024,East Zone,1498.48,4947.15,118.99
12-01-2024,West Zone,11367.06,285.42,10776.49
12-01-2024,South Zone,7.06,1340.76,4266.12
12-01-2024,Central Zone,1832.36,73.71,1299.09
13-01-2024,North Zone,2276.74,542.07,6356.28
13-01-2024,East Zone,6213.16,200.06,3215.69
13-01-2024,West Zone,1296.85,1087.22,1960.36
13-01-2024,South Zone,5371.53,1229.25,1359.84
13-01-2024,Central Zone,7.95,6302.6,1292.16
14-01-2024,North Zone,3887.45,3696.74,2466.87
14-01-2024,East Zone,2317.5,2278.84,11698
14-01-2024,West Zone,9249.6,922.28,2487.8
14-01-2024,South Zone,3112.36,2333.37,104.88
14-01-2024,Central Zone,405.78,443.43,847.46
15-01-2024,North Zone,3740.87,302.24,474.24
15-01-2024,East Zone,38.45,1022.03,205.73
15-01-2024,West Zone,1235.81,1045.54,1963.71
15-01-2024,South Zone,2019.73,3073.93,7547.42
15-01-2024,Central Zone,4016.57,7.88,466.02
16-01-2024,North Zone,904.72,1654.49,3798.46
16-01-2024,East Zone,271.6,795.2,296.1
16-01-2024,West Zone,4238.5,2327.87,1262.52
16-01-2024,South Zone,24.42,1127.6,1484.82
16-01-2024,Central Zone,5015.66,379.6,2934.78
17-01-2024,North Zone,519.06,1064.07,3412.3
17-01-2024,East Zone,625.29,498.03,980.4
17-01-2024,West Zone,816.34,2665.85,2631.29
17-01-2024,South Zone,768.4,21.38,1501.84
17-01-2024,Central Zone,7484.89,854.53,2235.99
18-01-2024,North Zone,7409.45,2492.86,2288.86
18-01-2024,East Zone,847.7,776.2,386.56
18-01-2024,West Zone,521.58,2012.87,2995.39
18-01-2024,South Zone,3899.64,1268.5,1078.5
18-01-2024,Central Zone,5714.32,4025.88,12684.94
19-01-2024,North Zone,2968.71,3194.67,2994.96
19-01-2024,East Zone,105.43,3460.85,5825.68
19-01-2024,West Zone,5167.25,1188.23,1829.53
19-01-2024,South Zone,4724.88,482.88,1161.39
19-01-2024,Central Zone,4566.46,780.23,7132.1
20-01-2024,North Zone,515.33,1618.21,3418.59
20-01-2024,East Zone,168.48,2129.62,2523.43
20-01-2024,West Zone,12892.67,3394.9,8619.72
20-01-2024,South Zone,1538.06,2676.26,1796.85
20-01-2024,Central Zone,2822.18,442.07,2139.26
21-01-2024,North Zone,986.27,2986.04,1205.15
21-01-2024,East Zone,6565.14,256.14,544.06
21-01-2024,West Zone,6861.23,5641.31,3405.45
21-01-2024,South Zone,1310.8,2679.05,10345.2
21-01-2024,Central Zone,4036.95,257.81,4034.65
22-01-2024,North Zone,5602.49,3026.22,3247.03
22-01-2024,East Zone,2961.17,1910.26,5503.89
22-01-2024,West Zone,3317.67,2152.9,3387.2
22-01-2024,South Zone,5127.27,1215.15,1416.66
22-01-2024,Central Zone,972.22,1567.71,4865.81
23-01-2024,North Zone,5889.4,691.49,327.4
23-01-2024,East Zone,398.55,955.91,5391.1
23-01-2024,West Zone,3334.77,1861.39,1780.43
23-01-2024,South Zone,2839.77,270.96,2102.5
23-01-2024,Central Zone,2208.02,2391.04,6734.64
24-01-2024,North Zone,909.82,1320.53,7468.71
24-01-2024,East Zone,2268.44,595.97,512.74
24-01-2024,West Zone,7344.73,3475.38,1785.77
24-01-2024,South Zone,5335.79,2717.13,7522.96
24-01-2024,Central Zone,2319.5,1245.2,612.96
25-01-2024,North Zone,5112.41,1512.34,1418.75
25-01-2024,East Zone,2243.38,1880.03,1443.85
25-01-2024,West Zone,69.01,477.69,5478.11
25-01-2024,South Zone,2054.67,196.39,244.99
25-01-2024,Central Zone,1834.3,1176.82,1936.11
26-01-2024,North Zone,201.13,834.41,1718.55
26-01-2024,East Zone,9801.43,993.53,243.72
26-01-2024,West Zone,2432.2,1683.26,1909.42
26-01-2024,South Zone,1094.88,3275.18,2422.83
26-01-2024,Central Zone,2295.43,35.88,10919.24
27-01-2024,North Zone,4418.86,1063.12,3844.85
27-01-2024,East Zone,696.8,213,4691.76
27-01-2024,West Zone,5755.95,3172.69,570.73
27-01-2024,South Zone,159.6,464.17,279.94
27-01-2024,Central Zone,229.4,792.82,1842.9
28-01-2024,North Zone,5814.64,176.87,1935.61
28-01-2024,East Zone,4525.1,639.25,8126.92
28-01-2024,West Zone,7121.17,6.97,1896.77
28-01-2024,South Zone,284.11,1631.88,599.26
28-01-2024,Central Zone,1886.1,6328.32,5095.55
29-01-2024,North Zone,3623.21,1369.34,5454.65
29-01-2024,East Zone,1195.46,2848.11,530.02
29-01-2024,West Zone,1035.93,300.27,4045.61
29-01-2024,South Zone,5109.74,1906.52,3110.13
29-01-2024,Central Zone,4702.01,2163.52,1462.73
30-01-2024,North Zone,3504.05,774.45,903.69
30-01-2024,East Zone,2383.31,204.48,1242.62
30-01-2024,West Zone,8085.83,2375.54,10961.67
30-01-2024,South Zone,54.63,1248.65,150.86
30-01-2024,Central Zone,437.01,1060.79,713.36
31-01-2024,North Zone,1427.66,3008.8,3206.66
31-01-2024,East Zone,820.46,1076.64,5438.34
31-01-2024,West Zone,805.86,589.22,2345.24
31-01-2024,South Zone,9541.07,2321.01,1199.09
31-01-2024,Central Zone,104.54,501.88,1492.22
01-02-2024,North Zone,134.06,808.55,2323.49
01-02-2024,East Zone,13920.81,573.04,2772.65
01-02-2024,West Zone,867.27,256.05,8000.84
01-02-2024,South Zone,214.86,3954.07,2695.75
01-02-2024,Central Zone,2898.36,2955.6,1335.9
02-02-2024,North Zone,4214.06,516.3,1634.93
02-02-2024,East Zone,703.56,1383.95,4364.05
02-02-2024,West Zone,5323.35,3478.91,7608.61
02-02-2024,South Zone,4019.93,689.49,717.34
02-02-2024,Central Zone,666.9,756.43,339.69
03-02-2024,North Zone,2615.82,1698.28,1396.42
03-02-2024,East Zone,10815.51,749.9,3189.26
03-02-2024,West Zone,573.19,633.14,6125.93
03-02-2024,South Zone,288.78,1587.57,51.73
03-02-2024,Central Zone,893.7,1605.61,4330.24
04-02-2024,North Zone,1354.71,389.58,1469.5
04-02-2024,East Zone,998.71,989.2,1863.43
04-02-2024,West Zone,165.27,1629.78,2551.52
04-02-2024,South Zone,6364.31,1315.47,2806.68
04-02-2024,Central Zone,961.55,176.43,2248.63
05-02-2024,North Zone,2309.31,2204.9,223.28
05-02-2024,East Zone,493.56,7.1,414.07
05-02-2024,West Zone,1854.08,1039.46,1662.33
05-02-2024,South Zone,2020.36,1253.21,1222.85
05-02-2024,Central Zone,9095.58,3335.66,14709.68
06-02-2024,North Zone,3828.88,2387.36,6120.33
06-02-2024,East Zone,7764.58,1465.47,3595.49
06-02-2024,West Zone,2194.32,1657.37,3228.6
06-02-2024,South Zone,585.81,2975.22,202.09
06-02-2024,Central Zone,1782.97,754.6,4621.7
07-02-2024,North Zone,2865.34,1057.11,2651.91
07-02-2024,East Zone,2459.99,1465.47,2410.57
07-02-2024,West Zone,7193.23,1749.6,4903.42
07-02-2024,South Zone,2887.96,1176.52,5260.04
07-02-2024,Central Zone,915.36,1119.07,788.55
08-02-2024,North Zone,8023.61,3520.1,1838.13
08-02-2024,East Zone,493.27,4308.41,9495.34
08-02-2024,West Zone,1666.49,935.24,3792.63
08-02-2024,South Zone,6070.69,1470.17,5697.46
08-02-2024,Central Zone,3369.3,1179.94,424.34
09-02-2024,North Zone,3219.41,2900.83,1288.81
09-02-2024,East Zone,4760.84,407.1,7016.8
09-02-2024,West Zone,2361.53,383.97,2778.56
09-02-2024,South Zone,2031.24,5805.39,4038.15
09-02-2024,Central Zone,4128.05,39.5,2490.46
10-02-2024,North Zone,1920.21,1434.68,1739.16
10-02-2024,East Zone,4141.36,2041.12,7197.44
10-02-2024,West Zone,2621.46,1547.82,1373.1
10-02-2024,South Zone,4590.13,205.9,3088.64
10-02-2024,Central Zone,171.89,1292.83,535.36
11-02-2024,North Zone,8880,295.01,395.11
11-02-2024,East Zone,463.75,1445.25,731
11-02-2024,West Zone,171.15,2246.05,1672.81
11-02-2024,South Zone,2187.77,996.73,2354.67
11-02-2024,Central Zone,2371.82,1663.52,8812.79
12-02-2024,North Zone,8681.86,3506.68,3559.81
12-02-2024,East Zone,3254.23,442.22,4052.11
12-02-2024,West Zone,1151.38,223.75,1888.1
12-02-2024,South Zone,2033.01,2891.45,4208.13
12-02-2024,Central Zone,2033.64,757.08,2013.91
13-02-2024,North Zone,3730.65,592.72,4090.38
13-02-2024,East Zone,2143.11,2511.29,3402.62
13-02-2024,West Zone,1210.9,264.26,1596.43
13-02-2024,South Zone,2894.67,1392.17,386.9
13-02-2024,Central Zone,711.46,684.26,545.71
14-02-2024,North Zone,2763.94,1213.93,3316.28
14-02-2024,East Zone,489.13,643.05,303.06
14-02-2024,West Zone,10504.68,470.39,2254.48
14-02-2024,South Zone,481.18,158.52,8576.64
14-02-2024,Central Zone,2181.24,4167.48,3442.95
15-02-2024,North Zone,4226.89,3503.68,7472.75
15-02-2024,East Zone,1299.32,1492.76,638.23
15-02-2024,West Zone,371.52,1824.36,1989.98
15-02-2024,South Zone,8040.34,0.63,5333.3
15-02-2024,Central Zone,3385.12,79.39,820.56
16-02-2024,North Zone,354.41,1655.84,1205.38
16-02-2024,East Zone,1308.12,48.76,2931.47
16-02-2024,West Zone,5298.84,1601.15,645.49
16-02-2024,South Zone,1086.37,1325.78,14.53
16-02-2024,Central Zone,3848.11,1156.52,7487.66
17-02-2024,North Zone,357.27,461.65,2332.99
17-02-2024,East Zone,2189.1,250.03,519.16
17-02-2024,West Zone,1498.45,2148.95,5867.76
17-02-2024,South Zone,6769.25,1457.74,1658.48
17-02-2024,Central Zone,287.62,394.56,800.41
18-02-2024,North Zone,2104.32,382.86,202.7
18-02-2024,East Zone,964.22,525.06,1997.43
18-02-2024,West Zone,2550.07,27.03,8697
18-02-2024,South Zone,587.37,4210.55,844.12
18-02-2024,Central Zone,7116.87,915.87,2467.44
19-02-2024,North Zone,1352.96,994.49,6770.8
19-02-2024,East Zone,1350.13,1129.95,3510.05
19-02-2024,West Zone,3546.39,2416.73,319.05
19-02-2024,South Zone,5449.08,1392.43,3584.63
19-02-2024,Central Zone,1614.54,103.21,191.17
20-02-2024,North Zone,3993.92,845.95,5492.66
20-02-2024,East Zone,445.71,1119.71,911.14
20-02-2024,West Zone,820.26,2302.67,1495.2
20-02-2024,South Zone,3324.37,2843.66,4993.94
20-02-2024,Central Zone,7469.73,9.72,1513.84
21-02-2024,North Zone,418.55,1631.37,656.67
21-02-2024,East Zone,508.22,52.04,10805.81
21-02-2024,West Zone,13064.4,3341.52,721.84
21-02-2024,South Zone,350.63,494.73,497.42
21-02-2024,Central Zone,150.4,742.21,1524.92
22-02-2024,North Zone,5322.83,437.38,1440.26
22-02-2024,East Zone,1757.06,3423.15,9896.9
22-02-2024,West Zone,2421.28,566.22,2095.83
22-02-2024,South Zone,7226.13,2235.41,4050.3
22-02-2024,Central Zone,3169.18,1513.61,3741.24
23-02-2024,North Zone,5950.89,1615.55,777.66
23-02-2024,East Zone,269.58,176.28,121.11
23-02-2024,West Zone,2150.97,589.36,189.22
23-02-2024,South Zone,2117.59,1540.91,7713.3
23-02-2024,Central Zone,611.39,759.35,3017.73
24-02-2024,North Zone,10427.13,16.29,503.5
24-02-2024,East Zone,579.04,399.61,2225.36
24-02-2024,West Zone,157.7,1524.86,2707.09
24-02-2024,South Zone,1470.82,1278.17,3011.03
24-02-2024,Central Zone,12.25,3176.27,2404.49
25-02-2024,North Zone,2213.89,2123.88,531.64
25-02-2024,East Zone,6239.08,1344,3924.44
25-02-2024,West Zone,1847.53,172.4,142.77
25-02-2024,South Zone,761.82,392.75,3932.54
25-02-2024,Central Zone,1009.63,2943.3,2057.81
26-02-2024,North Zone,7504.13,988.67,6678.49
26-02-2024,East Zone,3511.32,611.22,4087.5
26-02-2024,West Zone,556.42,5026.46,4748.55
26-02-2024,South Zone,1850.16,1750.6,192.94
26-02-2024,Central Zone,2935.12,1725.43,168.9
27-02-2024,North Zone,2478.57,517.63,3316.95
27-02-2024,East Zone,5885.24,97,658.26
27-02-2024,West Zone,23,4076.88,3281.82
27-02-2024,South Zone,1204.71,87.54,2340.37
27-02-2024,Central Zone,3164.71,1147.14,1641.85
28-02-2024,North Zone,3457.3,94.03,477.87
28-02-2024,East Zone,479.31,26.19,290.86
28-02-2024,West Zone,899.84,18.41,1938.76
28-02-2024,South Zone,6131.25,4961.01,10527.8
28-02-2024,Central Zone,3467.06,1088.29,1047.07
01-03-2024,North Zone,2623.15,2340.07,1858
01-03-2024,East Zone,4300.64,374.99,3228.7
01-03-2024,West Zone,2398.71,1585.85,2160.98
01-03-2024,South Zone,1042.03,1808.01,80.66
01-03-2024,Central Zone,2046.19,428.9,3971.68
02-03-2024,North Zone,1076.92,503.49,3703
02-03-2024,East Zone,2416.63,1774.83,1412.09
02-03-2024,West Zone,7753.85,744.93,1266.42
02-03-2024,South Zone,297.92,173.12,2685.18
02-03-2024,Central Zone,6.25,2543.78,2721.11
03-03-2024,North Zone,2475.06,1638.69,387.15
