IDENTIFIER,TITLE
BKASSFBBMN11A,"Number of Loan Accounts of Small Finance Banks to Basic Metals & Metal Products (Annual, BSR1)"
BKASSFBCDC11A,"Outstanding Credit of Small Finance Banks to Consumer Durables (Annual, BSR1)"
BKASSFBCEN11A,"Number of Loan Accounts of Small Finance Banks to Cement & Cement Products (Annual, BSR1)"
BKASSFBCTN11A,"Number of Loan Accounts of Small Finance Banks to Cotton Textiles (Annual, BSR1)"
BKASSFBDPC11A,"Outstanding Credit of Small Finance Banks to Drugs & Pharmaceuticals (Annual, BSR1)"
BKASSFBEMN11A,"Number of Loan Accounts of Small Finance Banks to Electrical Machinery & Goods (Annual, BSR1)"
BKASSFBENN11A,"Number of Loan Accounts of Small Finance Banks to Engineering (Annual, BSR1)"
BKASSFBFIC11A,"Outstanding Credit of Small Finance Banks to Financial Sector (Annual, BSR1)"
BKASSFBFTN11A,"Number of Loan Accounts of Small Finance Banks to Fertilisers (Annual, BSR1)"
BKASSFBGJN11A,"Number of Loan Accounts of Small Finance Banks to Gems & Jewellery (Annual, BSR1)"
BKASSFBHOC11A,"Outstanding Credit of Small Finance Banks to Housing (Annual, BSR1)"
BKASSFBHSN11Q,"Number of Loan Accounts of Small Finance Banks to Housing (Quarterly, BSR1)"
BKASSFBINL11Q,"Outstanding Credit of Small Finance Banks to Industry (Quarterly, BSR1)"
BKASSFBINN11A,"Number of Loan Accounts of Small Finance Banks to Industry (Annual, BSR1)"
BKASSFBINN11Q,"Number of Loan Accounts of Small Finance Banks to Industry (Quarterly, BSR1)"
BKASSFBITC11A,"Outstanding Credit of Small Finance Banks to IT & Telecom (Annual, BSR1)"
BKASSFBITN11A,"Number of Loan Accounts of Small Finance Banks to IT & Telecom (Annual, BSR1)"
BKASSFBLEN11A,"Number of Loan Accounts of Small Finance Banks to Light Engineering (Annual, BSR1)"
BKASSFBLPC11A,"Outstanding Credit of Small Finance Banks to Leather & Leather Products (Annual, BSR1)"
BKASSFBMIN11A,"Number of Loan Accounts of Small Finance Banks to Mining & Quarrying (Annual, BSR1)"
BKASSFBMQN11Q,"Number of Loan Accounts of Small Finance Banks to Mining & Quarrying (Quarterly, BSR1)"
BKASSFBNEC11A,"Outstanding Credit of Small Finance Banks to Non-Edible Oils (Annual, BSR1)"
BKASSFBNFN11A,"Number of Loan Accounts of Small Finance Banks to Non-Ferrous Metals (Annual, BSR1)"
BKASSFBNIN11A,"Number of Loan Accounts of Small Finance Banks to Non-Infrastructure Construction (Annual, BSR1)"
BKASSFBOMC11A,"Outstanding Credit of Small Finance Banks to Other Manufacturing (Annual, BSR1)"
BKASSFBOMN11A,"Number of Loan Accounts of Small Finance Banks to Other Manufacturing (Annual, BSR1)"
BKASSFBOPN11A,"Number of Loan Accounts of Small Finance Banks to Other Personal Loans (Annual, BSR1)"
BKASSFBOPN11Q,"Number of Loan Accounts of Small Finance Banks to Other Personal Loans (Quarterly, BSR1)"
BKASSFBOTL11Q,"Outstanding Credit of Small Finance Banks to Other sectors (Quarterly, BSR1)"
BKASSFBOTN11Q,"Number of Loan Accounts of Small Finance Banks to Other sectors (Quarterly, BSR1)"
BKASSFBPLN11Q,"Number of Loan Accounts of Small Finance Banks to Personal Loans (Quarterly, BSR1)"
BKASSFBPPC11A,"Outstanding Credit of Small Finance Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASSFBPPN11A,"Number of Loan Accounts of Small Finance Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASSFBREC11A,"Outstanding Credit of Small Finance Banks to Non-Conventional Energy (Annual, BSR1)"
BKASSFBRPC11A,"Outstanding Credit of Small Finance Banks to Rubber & Plastic Products (Annual, BSR1)"
BKASSFBRPN11A,"Number of Loan Accounts of Small Finance Banks to Rubber & Plastic Products (Annual, BSR1)"
BKASSFBSGN11A,"Number of Loan Accounts of Small Finance Banks to Sugar (Annual, BSR1)"
BKASSFBTHC11A,"Outstanding Credit of Small Finance Banks to Tourism Hotels, Restaurants (Annual, BSR1)"
BKASSFBTOL11Q,"Outstanding Credit of Small Finance Banks to Transport Operators (Quarterly, BSR1)"
BKASSFBTTN11A,"Number of Loan Accounts of Small Finance Banks to All Sectors (Annual, BSR1)"
BKASSFBTTN11Q,"Number of Loan Accounts of Small Finance Banks (Quarterly, BSR1)"
BKASSFBTXN11A,"Number of Loan Accounts of Small Finance Banks to Textiles (Annual, BSR1)"
BKASSFBVEC11A,"Outstanding Credit of Small Finance Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASSFBVHN11Q,"Number of Loan Accounts of Small Finance Banks to Vehicles (Quarterly, BSR1)"
BKASSFBWTC11A,"Outstanding Credit of Small Finance Banks to Wholesale Trade (Annual, BSR1)"
BKASSFBWTN11Q,"Number of Loan Accounts of Small Finance Banks to Wholesale Trade (Quarterly, BSR1)"
BKASSFNNPR11A,Net NPAs of Small Finance Banks (%)
BKASSUAGIN11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture - Indirect Finance in Semi-Urban areas (Quarterly, BSR1)"
BKASSUEAGR11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture in Semi-Urban areas (Quarterly, BSR1)"
BKASSUETRO11Q,"Outstanding Credit of Scheduled Commercial Banks - Transport Operators in Semi-Urban areas (Quarterly, BSR1)"
BKASSUINCO11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Construction in Semi-Urban areas (Quarterly, BSR1)"
BKASSUPRCD11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Consumer Durables in Semi-Urban areas (Quarterly, BSR1)"
BKASSUPRED11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Education Loans in Semi-Urban areas (Quarterly, BSR1)"
BKASUREPOS11Q,"Outstanding Credit of Scheduled Commercial Banks - Professional and other services in Urban areas (Quarterly, BSR1)"
BKASURETRO11Q,"Outstanding Credit of Scheduled Commercial Banks - Transport Operators in Urban areas (Quarterly, BSR1)"
BKASUREWHT11Q,"Outstanding Credit of Scheduled Commercial Banks - Wholesale Trade in Urban areas (Quarterly, BSR1)"
BKASURINCO11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Construction in Urban areas (Quarterly, BSR1)"
BKASURINMF11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Manufacturing in Urban areas (Quarterly, BSR1)"
BKASURPRCD11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Consumer Durables in Urban areas (Quarterly, BSR1)"
BKASURPROP11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Other Personal Loans in Urban areas (Quarterly, BSR1)"
BKDEEAAIND11A,Number of Deposit Accounts with Scheduled Commercial Banks - Individuals
BKDEEAFMAL11A,Number of Deposit Accounts with Foreign Banks - Male
BKDEEAPIND11A,Number of Deposit Accounts with Private Sector Banks - Individuals
BKDEEAPMAL11A,Number of Deposit Accounts with Private Sector Banks - Male
BKDEEAPOTR11A,Number of Deposit Accounts with Private Sector Banks - Others
BKDEEARIND11A,Number of Deposit Accounts with Regional Rural Banks - Individuals
BKDEEARMAL11A,Number of Deposit Accounts with Regional Rural Banks - Male
BKDEEAROTR11A,Number of Deposit Accounts with Regional Rural Banks - Others
BKDEEASOTR11A,Number of Deposit Accounts with Small Finance Banks - Others
BKDEENAFCC11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Cooperative Credit Societies (Annual)
BKASSCBHSN11Q,"Number of Loan Accounts of Scheduled Commercial Banks to Housing (Quarterly, BSR1)"
BKDEEAFFEM11A,Number of Deposit Accounts with Foreign Banks - Female
BKDEENAFCD11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Financial Corporations - Deposit Taking (Annual)
BKDEENAFCT11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Financial Corporations (Annual)
BKDEENAGVC11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Central Government (Annual)
BKDEENAHHU11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Unincorporated Enterprises (Annual)
BKDEENAHNO11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Other Non-Profit Institutions (Annual)
BKDEENAHNS11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Self Help Groups (Annual)
BKDEENANRI11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Non-Residents (Annual)
BKDEENAROW11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Rest of the World (Annual)
BKDEENFFCC11A,Outstanding Bank Deposits with Foreign Banks - Cooperative Credit Societies (Annual)
BKDEENFFCD11A,Outstanding Bank Deposits with Foreign Banks - Financial Corporations - Deposit Taking (Annual)
BKDEENFFCI11A,Outstanding Bank Deposits with Foreign Banks - Insurance Corporations (Annual)
BKDEENFFCT11A,Outstanding Bank Deposits with Foreign Banks - Financial Corporations (Annual)
BKDEENFGVS11A,Outstanding Bank Deposits with Foreign Banks - State Governments (Annual)
BKDEENFGVT11A,Outstanding Bank Deposits with Foreign Banks - General Government (Annual)
BKDEENFHHM11A,Outstanding Bank Deposits with Foreign Banks - Individuals - Male (incl HUFs) (Annual)
BKDEENFHHU11A,Outstanding Bank Deposits with Foreign Banks - Unincorporated Enterprises (Annual)
BKDEENFHUF11A,Outstanding Bank Deposits with Foreign Banks - Financial Unincorporated Enterprises (Annual)
BKDEENFNFP11A,Outstanding Bank Deposits with Foreign Banks - Non-Financial Corporations - Other (Annual)
BKASSCBRMC11A,"Outstanding Credit of Scheduled Commercial Banks to Rice Mills, Flour & Dal Mills (Annual, BSR1)"
BKASSFBCON11A,"Number of Loan Accounts of Small Finance Banks to Construction (Annual, BSR1)"
BKASSFBELN11A,"Number of Loan Accounts of Small Finance Banks to Electronic Machinery & Goods (Annual, BSR1)"
BKASSFBHCC11A,"Outstanding Credit of Small Finance Banks to Heavy Industrial Chemicals (Annual, BSR1)"
BKASSFBWTN11A,"Number of Loan Accounts of Small Finance Banks to Wholesale Trade (Annual, BSR1)"
BKASSUPRVE11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Vehicle Loans in Semi-Urban areas (Quarterly, BSR1)"
BKDEENFFCM11A,Outstanding Bank Deposits with Foreign Banks - Mutual Funds (Annual)
BKDEENFHNO11A,Outstanding Bank Deposits with Foreign Banks - Other Non-Profit Institutions (Annual)
BKDEENFNFT11A,Outstanding Bank Deposits with Foreign Banks - Non-Financial Corporations (Annual)
BKASSFBRMN11A,"Number of Loan Accounts of Small Finance Banks to Rice Mills, Flour & Dal Mills (Annual, BSR1)"
BKDEENGFCB11A,Outstanding Bank Deposits with Public Sector Banks - Financial Corporations - Banks (Annual)
BKDEENGFCD11A,Outstanding Bank Deposits with Public Sector Banks - Financial Corporations - Deposit Taking (Annual)
BKDEENGFCI11A,Outstanding Bank Deposits with Public Sector Banks - Insurance Corporations (Annual)
BKDEENGFCM11A,Outstanding Bank Deposits with Public Sector Banks - Mutual Funds (Annual)
BKDEENGHHF11A,Outstanding Bank Deposits with Public Sector Banks - Individuals - Female (Annual)
BKDEENGHHM11A,Outstanding Bank Deposits with Public Sector Banks - Individuals - Male (incl HUFs) (Annual)
BKDEENGHHT11A,Outstanding Bank Deposits with Public Sector Banks - Household Sector (Annual)
BKDEENGHHU11A,Outstanding Bank Deposits with Public Sector Banks - Unincorporated Enterprises (Annual)
BKDEENGHNS11A,Outstanding Bank Deposits with Public Sector Banks - Self Help Groups (Annual)
BKDEENGHUO11A,Outstanding Bank Deposits with Public Sector Banks - Other Unincorporated Enterprises (Annual)
BKDEENPFCB11A,Outstanding Bank Deposits with Private Sector Banks - Financial Corporations - Banks (Annual)
BKDEENPFCH11A,Outstanding Bank Deposits with Private Sector Banks - Financial Corporations - HFCs (Annual)
BKDEENPFCN11A,Outstanding Bank Deposits with Private Sector Banks - Financial Corporations - Non-HFC NBFCs (Annual)
BKDEENPFCO11A,Outstanding Bank Deposits with Private Sector Banks - Other Financial Corporations (Annual)
BKDEENPFCP11A,Outstanding Bank Deposits with Private Sector Banks - Provident and Pension Funds (Annual)
BKDEENPHHI11A,Outstanding Bank Deposits with Private Sector Banks - Individuals (incl HUFs) (Annual)
BKDEENPHHU11A,Outstanding Bank Deposits with Private Sector Banks - Unincorporated Enterprises (Annual)
BKDEENPHNP11A,Outstanding Bank Deposits with Private Sector Banks - Non-Profit Institutions (Annual)
BKDEENPHNS11A,Outstanding Bank Deposits with Private Sector Banks - Self Help Groups (Annual)
BKDEENPHUO11A,Outstanding Bank Deposits with Private Sector Banks - Other Unincorporated Enterprises (Annual)
BKDEENPNFG11A,Outstanding Bank Deposits with Private Sector Banks - Non-Financial Corporations - Government (Annual)
BKDEENPNRI11A,Outstanding Bank Deposits with Private Sector Banks - Non-Residents (Annual)
BKDEENRFCC11A,Outstanding Bank Deposits with Regional Rural Banks - Cooperative Credit Societies (Annual)
BKDEENRFCI11A,Outstanding Bank Deposits with Regional Rural Banks - Insurance Corporations (Annual)
BKDEENRFCO11A,Outstanding Bank Deposits with Regional Rural Banks - Other Financial Corporations (Annual)
BKDEENRHHI11A,Outstanding Bank Deposits with Regional Rural Banks - Individuals (incl HUFs) (Annual)
BKDEENRHHT11A,Outstanding Bank Deposits with Regional Rural Banks - Household Sector (Annual)
BKDEENRHNO11A,Outstanding Bank Deposits with Regional Rural Banks - Other Non-Profit Institutions (Annual)
BKDEENRHNS11A,Outstanding Bank Deposits with Regional Rural Banks - Self Help Groups (Annual)
BKDEENRNFP11A,Outstanding Bank Deposits with Regional Rural Banks - Non-Financial Corporations - Other (Annual)
BKDEENRNRI11A,Outstanding Bank Deposits with Regional Rural Banks - Non-Residents (Annual)
BKDEENSFCD11A,Outstanding Bank Deposits with Small Finance Banks - Financial Corporations - Deposit Taking (Annual)
BKDEENSFCI11A,Outstanding Bank Deposits with Small Finance Banks - Insurance Corporations (Annual)
BKDEENSFCM11A,Outstanding Bank Deposits with Small Finance Banks - Mutual Funds (Annual)
BKDEENSGVL11A,Outstanding Bank Deposits with Small Finance Banks - Local Governments (Annual)
BKDEENSHHT11A,Outstanding Bank Deposits with Small Finance Banks - Household Sector (Annual)
BKDEENSHHU11A,Outstanding Bank Deposits with Small Finance Banks - Unincorporated Enterprises (Annual)
BKDEENSHNP11A,Outstanding Bank Deposits with Small Finance Banks - Non-Profit Institutions (Annual)
BKDEENSROW11A,Outstanding Bank Deposits with Small Finance Banks - Rest of the World (Annual)
BKDESBCRUR11Q,Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in Rural Areas (2011 Census)
BKDESBSAGG23Q,Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in All Population groups (ex RRBs)
BKDESBSSUR11Q,Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census)
BKDESBSURB11Q,Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in Urban Areas (2011 Census)
BKDESBTAGG11Q,Outstanding Term Deposits of Scheduled Commercial Banks in All Population groups
BKDESBTSUR23Q,"Outstanding Term Deposits of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census, ex RRBs)"
BKDESBTURB23Q,"Outstanding Term Deposits of Scheduled Commercial Banks in Urban Areas (2011 Census, ex RRBs)"
BKDESCBOFF11Q,Number of Offices of Scheduled Commercial Banks
BKDESCBRUR11Q,Outstanding Deposits of Scheduled Commercial Banks in Rural Areas (2011 Census)
BKDESCBSUR23Q,"Outstanding Deposits of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census, ex RRBs)"
BKDESCOBDE11M,Outstanding Deposits of Scheduled Cooperative Banks (Monthly)
BKLBBORRBI11F,Borrowings of Scheduled Commercial Banks from the RBI (Fortnightly)
BKLBDEPTOT11F,"Outstanding Deposits of Scheduled Commercial Banks (Fortnightly, Adj for mergers)"
BKLBFBKCAD11A,Outstanding Current Deposits of Foreign Banks (Annual)
BKLBFBKTTD11A,Outstanding Total Deposits of Foreign Banks (Annual)
BKLBFBKTTD11Q,Outstanding Total Deposits of Foreign Banks (Quarterly)
BKLBPVTCAD11A,Outstanding Current Deposits of Private Banks (Annual)
BKLBPVTCAN11A,Number of Current Deposit Accounts of Private Banks (Annual)
BKLBPVTTDD11A,Outstanding Term Deposits of Private Banks (Annual)
BKLBPVTTDN11A,Number of Term Deposit Accounts of Private Banks (Annual)
BKLBRRBCAD11Q,Outstanding Current Deposits of Regional Rural Banks (Quarterly)
BKLBRRBSAD11Q,Outstanding Savings Deposits of Regional Rural Banks (Quarterly)
BKLBRRBTDD11Q,Outstanding Term Deposits of Regional Rural Banks (Quarterly)
BKLBSFBCAD11A,Outstanding Current Deposits of Small Finance Banks (Annual)
BKLBSFBTDD11A,Outstanding Term Deposits of Small Finance Banks (Annual)
BKNTLABOFF11Q,Number of Offices of Local Area Banks (Quarterly)
BKNTPBKOFF11Q,Number of Offices of Payment Banks (Quarterly)
BKPFFBKNED11Q,Foreign Banks Gross Non-Performing Loan Ratio - Education Loans (Quarterly)
BKPFFBKNOR11Q,Foreign Banks Gross Non-Performing Loan Ratio - Other Retail Loans (Quarterly)
BKPFFBKNVH11Q,Foreign Banks Gross Non-Performing Loan Ratio - Vehicle Loans (Quarterly)
BKPFFBKSTR11Q,Foreign Banks Stressed Loans Ratio (Quarterly)
BKPFPSBGNL11Q,Public Sector Banks Gross Non-Performing Loan Ratio (Quarterly)
BKPFPSBGNR11Q,Public Sector Banks Gross Non-Performing Loan Ratio - Retail Loans (Quarterly)
BKPFPSBGNS11Q,Public Sector Banks Gross Non-Performing Loan Ratio - Services (Quarterly)
BKPFPSBNOR11Q,Public Sector Banks Gross Non-Performing Loan Ratio - Other Retail Loans (Quarterly)
BKPFPSBTR111Q,Public Sector Banks Tier I Capital Ratio (Quarterly)
BKPFPVTGNA11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Agriculture (Quarterly)
BKPFPVTGNI11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Industry (Quarterly)
BKPFPVTGNL11Q,Private Sector Banks Gross Non-Performing Loan Ratio (Quarterly)
BKPFPVTNED11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Education Loans (Quarterly)
BKPFPVTNOR11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Other Retail Loans (Quarterly)
BKPFPVTRES11Q,Private Sector Banks Standard Restructured Assets Ratio (Quarterly)
BKPFPVTTR211Q,Private Sector Banks Tier 2 Capital Ratio (Quarterly)
BKPFSCBGNS11Q,Scheduled Commercial Banks Gross Non-Performing Loan Ratio - Services (Quarterly)
BKPFSCBNCC11Q,Scheduled Commercial Banks Gross Non-Performing Loan Ratio - Credit Card Receivables (Quarterly)
BKPFSCBNNL11Q,Scheduled Commercial Banks Net Non-Performing Loan Ratio (Quarterly)
BKPFSCBNOR11Q,Scheduled Commercial Banks Gross Non-Performing Loan Ratio - Other Retail Loans (Quarterly)
BKPFSCBOPA11Q,Scheduled Commercial Banks Pre-Provision Operating Profits to Assets Ratio (Quarterly)
BKPFSCBPCR11Q,Scheduled Commercial Banks Provision Coverage Ratio (Quarterly)
BKPFSFBGNA11Q,Small Finance Banks Gross Non-Performing Loan Ratio - Agriculture (Quarterly)
BKDEENPOTH11A,Outstanding Bank Deposits with Private Sector Banks - Others (Annual)
BKLBPSUTTN11A,Number of Total Deposit Accounts of Public Sector Banks (Annual)
BKLBSFBSAD11Q,Outstanding Savings Deposits of Small Finance Banks (Quarterly)
BKLBSFBSAN11A,Number of Savings Deposit Accounts of Small Finance Banks (Annual)
BKLBSFBTTD11Q,Outstanding Total Deposits of Small Finance Banks (Quarterly)
BKPFFBKGNA11Q,Foreign Banks Gross Non-Performing Loan Ratio - Agriculture (Quarterly)
BKPFFBKGNI11Q,Foreign Banks Gross Non-Performing Loan Ratio - Industry (Quarterly)
BKPFPVTTR111Q,Private Sector Banks Tier I Capital Ratio (Quarterly)
BKPFSFBGNI11Q,Small Finance Banks Gross Non-Performing Loan Ratio - Industry (Quarterly)
BKPFSFBLPA11Q,Small Finance Banks Loan Loss Provisions and Write Offs to Assets Ratio (Quarterly)
BKPFSFBNHO11Q,Small Finance Banks Gross Non-Performing Loan Ratio - Housing Loans (Quarterly)
BKPFSFBNVH11Q,Small Finance Banks Gross Non-Performing Loan Ratio - Vehicle Loans (Quarterly)
BKPFSFBSTR11Q,Small Finance Banks Stressed Loans Ratio (Quarterly)
BKPFSFBTR211Q,Small Finance Banks Tier 2 Capital Ratio (Quarterly)
CCCCCCCCCCCCCCC,Dummy ID for Testing Three Three
CLRLCSLEAS11W,Total Reservoir Water Storage Level - Eastern Region
CLRLFRLEAS11W,Total Reservoir Water Storage Capacity - Eastern Region
CLRLLTYCEN11W,Last 10-Year Average Reservoir Water Storage Level - Central Region
CLRLPYSNOR11W,Last Year Reservoir Water Storage Level - Northern Region
CMDMCBISAU11M,Corporate Bonds issued during the month - Automobiles Sector
CMDMCBISCV11M,Corporate Bonds issued during the month - Infra & Construction Sector
CMDMCBISOV11M,Corporate Bonds issued during the month - Others Sector
CMDMCBISRV11M,Corporate Bonds issued during the month - Real Estate Sector
CMDMCBISSN11Q,Issuance of Corporate Bonds - Total (number of issues)
CMDMDROUTN11Q,Outstanding Corporate Bonds - Fixed Rate (number of issues)
CMDMDROUTV11Q,Outstanding Corporate Bonds - Fixed Rate (value)
CMDMFRISSN11Q,Issuance of Corporate Bonds - Floating Rate (number of issues)
CMDMFROUTN11Q,Outstanding Corporate Bonds - Floating Rate (number of issues)
CMDMFRREDV11Q,Redemptions of Corporate Bonds - Floating Rate (value)
CMDMOBISSN11Q,Issuance of Corporate Bonds - Other Bonds (number of issues)
CMDMOBISSV11Q,Issuance of Corporate Bonds - Other Bonds (value)
CMDMSDREDN11Q,Redemptions of Securitised Debt Instruments (number of issues)
CMDMSDREDV11Q,Redemptions of Securitised Debt Instruments (value)
CMDMSNISSV11Q,Issuance of Corporate Bonds - Structured Notes (value)
CMDMSNOUTV11Q,Outstanding Corporate Bonds - Structured Notes (value)
CMEQBADDEC11D,Number of Stocks Declining on BSE (daily)
CMEQBCSHCL11M,Number of Companies Listed on BSE
CMEQBCSHDQ11D,Quantity of Shares Deliverable on BSE (daily)
CMEQBCSHDV11D,Value of Shares Deliverable on BSE (daily)
CMEQBCSHNT11M,Number of Equity Trades on BSE
CMEQBCSHTQ11D,Total Shares Traded on BSE (daily)
CMEQBCSHTQ11M,Total Shares Traded on BSE
CMEQCRNIPO11M,Number of IPOs during the month
CMEQCRNIPS11M,Number of IPOs during the month - SME
CMEQCRNPBI11M,Number of Public Issues during the month
CMEQCRNQIP11M,Number of QIPs during the month
CMEQCRVIPO11M,Total Equity Capital Raised during the month through IPOs
CMEQCRVTOT11M,Total Equity Capital Raised during the month
CMEQDIIGPU11M,DII Gross Purchase in Secondary Market
CMEQNCSHNT11D,Number of Equity Trades on NSE (daily)
CMEQNCSHTQ11M,Total Shares Traded on NSE
CMEQNCSHTT11D,Total Equity Turnover on NSE (daily)
BKDESBSMET11Q,Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in Metropolitan Areas (2011 Census)
BKPFPVTNCC11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Credit Card Receivables (Quarterly)
BKPFSCBNHO11Q,Scheduled Commercial Banks Gross Non-Performing Loan Ratio - Housing Loans (Quarterly)
CMDMDRISSV11Q,Issuance of Corporate Bonds - Fixed Rate (value)
CMDMFRISSV11Q,Issuance of Corporate Bonds - Floating Rate (value)
CMEQCRNPRF11M,Number of Preferential Allotments during the month
CMFPDBRAMC11M,Debt Assets under Custody of FPIs - Asset Management Company
CMFPDBRCRP11M,Debt Assets under Custody of FPIs - Clearing Corporations
CMFPDBRECO11M,Debt Assets under Custody of FPIs - Entities with Cat I FPI Investment Manager
CMFPDBREFD11M,Debt Assets under Custody of FPIs - Endowment or Foundation
CMFPDBREOP11M,Debt Assets under Custody of FPIs - Entities owned at least 75% by Pension Funds
CMFPDBRIMO11M,"Debt Assets under Custody of FPIs - International, Multilateral Organisations"
CMFPDBRINM11M,Debt Assets under Custody of FPIs - Investment Manager
CMFPDBROAF11M,Debt Assets under Custody of FPIs - Other Appropriately Regulated Funds (Non Cat I FPI)
CMFPDBRPFM11M,Debt Assets under Custody of FPIs - Portfolio Manager
CMFPDBRPNF11M,Debt Assets under Custody of FPIs - Pension Fund
CMFPDBRSWD11M,Debt Assets under Custody of FPIs - Swap dealer
CMFPDBRSWF11M,Debt Assets under Custody of FPIs - Sovereign Wealth Fund
CMFPDBRTOT11M,Debt Assets under Custody of FPIs - Total
CMFPDBRUNE11M,Debt Assets under Custody of FPIs - University Endowments
CMFPDTDFTT11F,FPI Net Investment in Debt (Total) - Fortnightly (USD)
CMFPDTRASG11F,FPI AUM in Debt (Sovereign Bonds) - Fortnightly (Rs)
CMFPDTRATT11F,FPI AUM in Debt (Total) - Fortnightly (Rs)
CMFPDTRPNP11D,"FPI Net Purchases in Primary Market - Debt  (Rs, Daily)"
CMFPDTRSGP11D,"FPI Gross Purchases in Secondary Market - Debt (Rs, Daily)"
CMFPDTRSGP11M,FPI Gross Purchases in Secondary Market - Debt (Rs)
CMFPDTRSNP11D,"FPI Net Purchases in Secondary Market - Debt  (Rs, Daily)"
CMFPDVDATT11F,FPI AUM in Debt VRR (Total) - Fortnightly (USD)
CMFPDVDFSG11F,FPI Net Investment in Debt VRR (Sovereign Bonds) - Fortnightly (USD)
CMFPDVDPNP11M,FPI Net Purchases in Primary Market - Debt VRR  (USD)
CMFPDVRAOT11F,FPI AUM in Debt VRR (Other Bonds) - Fortnightly (Rs)
CMFPDVRBRD11M,Debt VRR Assets under Custody of FPIs - Broker Dealer
CMFPDVRFOT11F,FPI Net Investment in Debt VRR (Other Bonds) - Fortnightly (Rs)
CMFPDVRFSG11F,FPI Net Investment in Debt VRR (Sovereign Bonds) - Fortnightly (Rs)
CMFPDVRFTT11F,FPI Net Investment in Debt VRR (Total) - Fortnightly (Rs)
CMFPDVROAF11M,Debt VRR Assets under Custody of FPIs - Other Appropriately Regulated Funds (Non Cat I FPI)
CMFPDVRPFM11M,Debt VRR Assets under Custody of FPIs - Portfolio Manager
CMFPDVRPGS11D,"FPI Gross Sales in Primary Market - Debt VRR  (Rs, Daily)"
CMFPDVRSGP11M,FPI Gross Purchases in Secondary Market - Debt VRR (Rs)
CMFPDVRSNP11D,"FPI Net Purchases in Secondary Market - Debt VRR  (Rs, Daily)"
CMFPDVRTGS11M,FPI Total Sales - Debt VRR  (Rs)
CMFPDVRTNP11D,"FPI Total Net Purchases - Debt VRR  (Rs, Daily)"
CMFPDVRTNP11M,FPI Total Net Purchases - Debt VRR  (Rs)
CMFPEQDAAU19F,FPI AUM in Equity (Autos) - Fortnightly (USD) - Old Classification
CMFPEQDACH19F,FPI AUM in Equity (Chemicals) - Fortnightly (USD) - Old Classification
CMFPEQDAFB19F,"FPI AUM in Equity (Food, Beverages & Tobacco) - Fortnightly (USD) - Old Classification"
CMFPEQDAFS19F,FPI AUM in Equity (Total Financial Services) - Fortnightly (USD) - Old Classification
CMFPEQDAHP19F,FPI AUM in Equity (Household & Personal Products) - Fortnightly (USD) - Old Classification
CMFPEQDAHS19F,FPI AUM in Equity (Healthcare Services) - Fortnightly (USD) - Old Classification
CMFPEQDAOG19F,FPI AUM in Equity (Oil & Gas) - Fortnightly (USD) - Old Classification
CMFPEQDAOT19F,FPI AUM in Equity (Others) - Fortnightly (USD) - Old Classification
CMFPEQDATR19F,FPI AUM in Equity (Transportation) - Fortnightly (USD) - Old Classification
CMFPEQDATT19F,FPI AUM in Equity (Total) - Fortnightly (USD) - Old Classification
CMFPEQDATX19F,"FPI AUM in Equity (Textiles, Apparels & Accessories) - Fortnightly (USD) - Old Classification"
CMFPEQDAUT19F,FPI AUM in Equity (Utilities) - Fortnightly (USD) - Old Classification
