IDENTIFIER,TITLE
LANJSITBFS11M,Naukri JobSpeak Index - Financial Services
LANJSITBPO11M,Naukri JobSpeak Index - BPO
LANJSITCDU11M,Naukri JobSpeak Index - Consumer Durables
LANJSITCEC11M,"Naukri JobSpeak Index - Construction, Engineering"
LANJSITCGD11M,Naukri JobSpeak Index - FMCG
LANJSITCPP11M,"Naukri JobSpeak Index - Chemicals, Plastic"
LANJSITCTF11M,Naukri JobSpeak Index - Transportation
LANJSITEIM11M,Naukri JobSpeak Index - Foreign Trade
LANJSITENI11M,"Naukri JobSpeak Index - Energy, Power, Infra"
LANJSITETT11M,Naukri JobSpeak Index - Education
LANJSITFER11M,"Naukri JobSpeak Index - Fertilisers, Pesticides"
LANJSITGJW11M,Naukri JobSpeak Index - Gems & Jewellery
LANJSITGOV11M,"Naukri JobSpeak Index - Government, Defence"
LANJSITINS11M,Naukri JobSpeak Index - Insurance
LANJSITIPM11M,Naukri JobSpeak Index - Industrial Products
LANJSITITH11M,Naukri JobSpeak Index - IT - Hardware
LANJSITITS11M,Naukri JobSpeak Index - IT - Software
LAEMXESIMA18M,Number of Existing ESIC Subscribers (Male) - less than 18 years
LANJSITLEG11M,Naukri JobSpeak Index - Legal
LANJSITMDE11M,"Naukri JobSpeak Index - Media, Entertainment"
LANJSITMHH11M,Naukri JobSpeak Index - Healthcare
LANJSITNGO11M,Naukri JobSpeak Index - NGOs
LANJSITOEA11M,Naukri JobSpeak Index - Office Equipment
LANJSITPBC11M,"Naukri JobSpeak Index - Pharma, Clinical Research"
LANJSITPPG11M,"Naukri JobSpeak Index - Printing, Packaging"
LANJSITREF11M,Naukri JobSpeak Index - Recruitment
LANJSITREP11M,Naukri JobSpeak Index - Real Estate
LANJSITRET11M,Naukri JobSpeak Index - Retail
LANJSITSEL11M,Naukri JobSpeak Index - Electronics
LANJSITSHM11M,Naukri JobSpeak Index - Shipping
LANJSITSLE11M,Naukri JobSpeak Index - Security
LANJSITTGA11M,Naukri JobSpeak Index - Textiles
LANJSITTHP11M,"Naukri JobSpeak Index - Travel, Hospitality"
LANJSITTIS11M,Naukri JobSpeak Index - Telecom
LANJSITTOT11M,Naukri JobSpeak Index - Total
LANREXADMN11A,Total Expenditure under NREGA - Administration (annual)
LANREXMATL11A,Total Expenditure under NREGA - Material (annual)
LANREXOTHR11A,Total Expenditure under NREGA - Others (annual)
LANREXPUKL11A,Total Expenditure under NREGA - Unskilled labour (annual)
LANRTOTEXP11A,Total Expenditure under NREGA (annual)
LAPLAECLFA11A,"Average earnings per day for casual labourers - Female, All Areas"
LAPLAECLFR11A,"Average earnings per day for casual labourers - Female, Rural Areas"
LAPLAECLFU11A,"Average earnings per day for casual labourers - Female, Urban Areas"
LAPLAECLMA11A,"Average earnings per day for casual labourers - Male, All Areas"
LAPLAECLMR11A,"Average earnings per day for casual labourers - Male, Rural Areas"
LAPLAECLMU11A,"Average earnings per day for casual labourers - Male, Urban Areas"
LAPLAECLTA11A,Average earnings per day for casual labourers - All Areas
LAPLAECLTR11A,Average earnings per day for casual labourers - Rural Areas
LAPLAECLTU11A,Average earnings per day for casual labourers - Urban Areas
LAPLAESAFA11A,"Average earnings per month for regular salaried workers - Female, All Areas"
LAPLAESAFR11A,"Average earnings per month for regular salaried workers - Female, Rural Areas"
LAPLAESAFU11A,"Average earnings per month for regular salaried workers - Female, Urban Areas"
LAPLAESAMA11A,"Average earnings per month for regular salaried workers - Male, All Areas"
LAPLAESAMR11A,"Average earnings per month for regular salaried workers - Male, Rural Areas"
LAPLAESAMU11A,"Average earnings per month for regular salaried workers - Male, Urban Areas"
LAPLAESATA11A,Average earnings per month for regular salaried workers - All Areas
LAPLAESATR11A,Average earnings per month for regular salaried workers - Rural Areas
LAPLAESATU11A,Average earnings per month for regular salaried workers - Urban Areas
LAPLAESEFA11A,"Average earnings per month for self employed workers - Female, All Areas"
LAPLAESEFR11A,"Average earnings per month for self employed workers - Female, Rural Areas"
LAPLAESEFU11A,"Average earnings per month for self employed workers - Female, Urban Areas"
LAPLAESEMA11A,"Average earnings per month for self employed workers - Male, All Areas"
LAPLAESEMR11A,"Average earnings per month for self employed workers - Male, Rural Areas"
LAPLAESEMU11A,"Average earnings per month for self employed workers - Male, Urban Areas"
LAPLAESETA11A,Average earnings per month for self employed workers - All Areas
LAPLAESETR11A,Average earnings per month for self employed workers - Rural Areas
LAPLAESETU11A,Average earnings per month for self employed workers - Urban Areas
LAPLEMCAFC11A,"Percentage distribution of workers by usual employment status - All Areas, Female - Casual labour"
LAPLEMCAFH11A,"Percentage distribution of workers by usual employment status - All Areas, Female - Helper in household enterprise"
LAPLEMCAFO11A,"Percentage distribution of workers by usual employment status - All Areas, Female - Own account employer"
LAPLEMCAFR11A,"Percentage distribution of workers by usual employment status - All Areas, Female - Regular wage, salaried"
LAPLEMCAFS11A,"Percentage distribution of workers by usual employment status - All Areas, Female - Self Employed"
LAPLEMCAMH11A,"Percentage distribution of workers by usual employment status - All Areas, Male - Helper in household enterprise"
LAPLEMCAMO11A,"Percentage distribution of workers by usual employment status - All Areas, Male - Own account employer"
LAPLEMCAMS11A,"Percentage distribution of workers by usual employment status - All Areas, Male - Self Employed"
LAPLEMCATC11A,"Percentage distribution of workers by usual employment status - All Areas, Both Genders - Casual labour"
LAPLEMCATH11A,"Percentage distribution of workers by usual employment status - All Areas, Both Genders - Helper in household enterprise"
LAPLEMCATO11A,"Percentage distribution of workers by usual employment status - All Areas, Both Genders - Own account employer"
LAPLEMCATR11A,"Percentage distribution of workers by usual employment status - All Areas, Both Genders - Regular wage, salaried"
LAPLEMCATS11A,"Percentage distribution of workers by usual employment status - All Areas, Both Genders - Self Employed"
LAPLEMCRFC11A,"Percentage distribution of workers by usual employment status - Rural Areas, Female - Casual labour"
LAPLEMCRFO11A,"Percentage distribution of workers by usual employment status - Rural Areas, Female - Own account employer"
LAPLEMCRFR11A,"Percentage distribution of workers by usual employment status - Rural Areas, Female - Regular wage, salaried"
LAPLEMCRFS11A,"Percentage distribution of workers by usual employment status - Rural Areas, Female - Self Employed"
LAPLEMCRMC11A,"Percentage distribution of workers by usual employment status - Rural Areas, Male - Casual labour"
LAPLEMCRMH11A,"Percentage distribution of workers by usual employment status - Rural Areas, Male - Helper in household enterprise"
LAPLEMCRMO11A,"Percentage distribution of workers by usual employment status - Rural Areas, Male - Own account employer"
LAPLEMCRMR11A,"Percentage distribution of workers by usual employment status - Rural Areas, Male - Regular wage, salaried"
LAPLEMCRMS11A,"Percentage distribution of workers by usual employment status - Rural Areas, Male - Self Employed"
LAPLEMCRTC11A,"Percentage distribution of workers by usual employment status - Rural Areas, Both Genders - Casual labour"
LAPLEMCRTR11A,"Percentage distribution of workers by usual employment status - Rural Areas, Both Genders - Regular wage, salaried"
LAPLEMCRTS11A,"Percentage distribution of workers by usual employment status - Rural Areas, Both Genders - Self Employed"
LAPLEMCUFC11A,"Percentage distribution of workers by usual employment status - Urban Areas, Female - Casual labour"
LAPLEMCUFH11A,"Percentage distribution of workers by usual employment status - Urban Areas, Female - Helper in household enterprise"
LAPLEMCUFR11A,"Percentage distribution of workers by usual employment status - Urban Areas, Female - Regular wage, salaried"
LAPLEMCUFS11A,"Percentage distribution of workers by usual employment status - Urban Areas, Female - Self Employed"
LAPLEMCUMC11A,"Percentage distribution of workers by usual employment status - Urban Areas, Male - Casual labour"
LAPLEMCUMH11A,"Percentage distribution of workers by usual employment status - Urban Areas, Male - Helper in household enterprise"
LAPLEMCUMO11A,"Percentage distribution of workers by usual employment status - Urban Areas, Male - Own account employer"
LAPLEMCUMR11A,"Percentage distribution of workers by usual employment status - Urban Areas, Male - Regular wage, salaried"
LAEMXNPSAL25M,Total Existing and Contributing NPS Subscribers - 22 to 25 years
LAPLEMCAMC11A,"Percentage distribution of workers by usual employment status - All Areas, Male - Casual labour"
LAPLEMCRFH11A,"Percentage distribution of workers by usual employment status - Rural Areas, Female - Helper in household enterprise"
LAPLEMCRTH11A,"Percentage distribution of workers by usual employment status - Rural Areas, Both Genders - Helper in household enterprise"
LAPLEMCRTO11A,"Percentage distribution of workers by usual employment status - Rural Areas, Both Genders - Own account employer"
LAPLEMCUMS11A,"Percentage distribution of workers by usual employment status - Urban Areas, Male - Self Employed"
LAPLEMCUTC11A,"Percentage distribution of workers by usual employment status - Urban Areas, Both Genders - Casual labour"
LAPLEMCUTH11A,"Percentage distribution of workers by usual employment status - Urban Areas, Both Genders - Helper in household enterprise"
LAPLEMCUTO11A,"Percentage distribution of workers by usual employment status - Urban Areas, Both Genders - Own account employer"
LAPLEMCUTR11A,"Percentage distribution of workers by usual employment status - Urban Areas, Both Genders - Regular wage, salaried"
LAPLEMCUTS11A,"Percentage distribution of workers by usual employment status - Urban Areas, Both Genders - Self Employed"
LAPLLPAAAG11A,"Labour Force Participation Rate - All Regions - Both Genders, All Age Groups"
LAPLLPAAFF11A,"Labour Force Participation Rate - All Regions - Both Genders, (15 - 59 years)"
LAPLLPAAFP11A,"Labour Force Participation Rate - All Regions - Both Genders, (15+ age)"
LAPLLPAAFT11A,"Labour Force Participation Rate - All Regions - Both Genders, (15 - 29 years)"
LAPLLPAFAG11A,"Labour Force Participation Rate - All Regions - Female, All Age Groups"
LAPLLPAFFF11A,"Labour Force Participation Rate - All Regions - Female, (15 - 59 years)"
LAPLLPAFFP11A,"Labour Force Participation Rate - All Regions - Female, (15+ age)"
LAPLLPAFFT11A,"Labour Force Participation Rate - All Regions - Female, (15 - 29 years)"
LAPLLPAMAG11A,"Labour Force Participation Rate - All Regions - Male, All Age Groups"
LAPLLPAMFF11A,"Labour Force Participation Rate - All Regions - Male, (15 - 59 years)"
LAPLLPAMFP11A,"Labour Force Participation Rate - All Regions - Male, (15+ age)"
LAPLLPAMFT11A,"Labour Force Participation Rate - All Regions - Male, (15 - 29 years)"
LAPLLPRAAG11A,"Labour Force Participation Rate - Rural - Both Genders, All Age Groups"
LAPLLPRAFF11A,"Labour Force Participation Rate - Rural - Both Genders, (15 - 59 years)"
LAPLLPRAFP11A,"Labour Force Participation Rate - Rural - Both Genders, (15+ age)"
LAPLLPRAFT11A,"Labour Force Participation Rate - Rural - Both Genders, (15 - 29 years)"
LAPLLPRFAG11A,"Labour Force Participation Rate - Rural - Female, All Age Groups"
LAPLLPRFFP11A,"Labour Force Participation Rate - Rural - Female, (15+ age)"
LAPLLPRFFT11A,"Labour Force Participation Rate - Rural - Female, (15 - 29 years)"
LAPLLPRMAG11A,"Labour Force Participation Rate - Rural - Male, All Age Groups"
LAPLLPRMFF11A,"Labour Force Participation Rate - Rural - Male, (15 - 59 years)"
LAPLLPRMFP11A,"Labour Force Participation Rate - Rural - Male, (15+ age)"
LAPLLPRMFT11A,"Labour Force Participation Rate - Rural - Male, (15 - 29 years)"
LAPLLPUAAG11A,"Labour Force Participation Rate - Urban - Both Genders, All Age Groups"
LAPLLPUAFF11A,"Labour Force Participation Rate - Urban - Both Genders, (15 - 59 years)"
LAPLLPUAFP11A,"Labour Force Participation Rate - Urban - Both Genders, (15+ age)"
LAPLLPUAFT11A,"Labour Force Participation Rate - Urban - Both Genders, (15 - 29 years)"
LAPLLPUFAG11A,"Labour Force Participation Rate - Urban - Female, All Age Groups"
LAPLLPUFFF11A,"Labour Force Participation Rate - Urban - Female, (15 - 59 years)"
LAPLLPUFFP11A,"Labour Force Participation Rate - Urban - Female, (15+ age)"
LAPLLPUFFT11A,"Labour Force Participation Rate - Urban - Female, (15 - 29 years)"
LAPLLPUMAG11A,"Labour Force Participation Rate - Urban - Male, All Age Groups"
LAPLLPUMFF11A,"Labour Force Participation Rate - Urban - Male, (15 - 59 years)"
LAPLLPUMFP11A,"Labour Force Participation Rate - Urban - Male, (15+ age)"
LAPLLPUMFT11A,"Labour Force Participation Rate - Urban - Male, (15 - 29 years)"
LAPLURAAAG11A,"Unemployment Rate - All Regions - Both Genders, All Age Groups"
LAPLURAAFF11A,"Unemployment Rate - All Regions - Both Genders, (15 - 59 years)"
LAPLURAAFP11A,"Unemployment Rate - All Regions - Both Genders, (15+ age)"
LAPLURAAFT11A,"Unemployment Rate - All Regions - Both Genders, (15 - 29 years)"
LAPLURAFAG11A,"Unemployment Rate - All Regions - Female, All Age Groups"
LAPLURAFFF11A,"Unemployment Rate - All Regions - Female, (15 - 59 years)"
LAPLURAFFP11A,"Unemployment Rate - All Regions - Female, (15+ age)"
LAPLURAFFT11A,"Unemployment Rate - All Regions - Female, (15 - 29 years)"
LAPLURAMAG11A,"Unemployment Rate - All Regions - Male, All Age Groups"
LAPLURAMFF11A,"Unemployment Rate - All Regions - Male, (15 - 59 years)"
LAPLURAMFP11A,"Unemployment Rate - All Regions - Male, (15+ age)"
LAPLURAMFT11A,"Unemployment Rate - All Regions - Male, (15 - 29 years)"
LAPLURRAFF11A,"Unemployment Rate - Rural - Both Genders, (15 - 59 years)"
LAPLURRAFP11A,"Unemployment Rate - Rural - Both Genders, (15+ age)"
LAPLURRAFT11A,"Unemployment Rate - Rural - Both Genders, (15 - 29 years)"
LAPLURRFAG11A,"Unemployment Rate - Rural - Female, All Age Groups"
LAPLURRFFF11A,"Unemployment Rate - Rural - Female, (15 - 59 years)"
LAPLURRFFP11A,"Unemployment Rate - Rural - Female, (15+ age)"
LAPLURRMAG11A,"Unemployment Rate - Rural - Male, All Age Groups"
LAPLURRMFF11A,"Unemployment Rate - Rural - Male, (15 - 59 years)"
LAPLURRMFP11A,"Unemployment Rate - Rural - Male, (15+ age)"
LAPLURRMFT11A,"Unemployment Rate - Rural - Male, (15 - 29 years)"
LAPLURUAAG11A,"Unemployment Rate - Urban - Both Genders, All Age Groups"
LAPLURUAFF11A,"Unemployment Rate - Urban - Both Genders, (15 - 59 years)"
LAPLURUAFP11A,"Unemployment Rate - Urban - Both Genders, (15+ age)"
LAPLURUAFT11A,"Unemployment Rate - Urban - Both Genders, (15 - 29 years)"
LAPLURUFAG11A,"Unemployment Rate - Urban - Female, All Age Groups"
LAPLURUFFF11A,"Unemployment Rate - Urban - Female, (15 - 59 years)"
LAPLURUFFP11A,"Unemployment Rate - Urban - Female, (15+ age)"
LAPLURUFFT11A,"Unemployment Rate - Urban - Female, (15 - 29 years)"
LAPLURUMFF11A,"Unemployment Rate - Urban - Male, (15 - 59 years)"
LAPLURUMFP11A,"Unemployment Rate - Urban - Male, (15+ age)"
LAPLURUMFT11A,"Unemployment Rate - Urban - Male, (15 - 29 years)"
LAPLWPAAAG11A,"Worker Population Ratio - All Regions - Both Genders, All Age Groups"
LAPLWPAAFF11A,"Worker Population Ratio - All Regions - Both Genders, (15 - 59 years)"
LAPLWPAAFP11A,"Worker Population Ratio - All Regions - Both Genders, (15+ age)"
LAPLWPAAFT11A,"Worker Population Ratio - All Regions - Both Genders, (15 - 29 years)"
LAPLWPAFAG11A,"Worker Population Ratio - All Regions - Female, All Age Groups"
LAPLWPAFFF11A,"Worker Population Ratio - All Regions - Female, (15 - 59 years)"
LAPLWPAFFP11A,"Worker Population Ratio - All Regions - Female, (15+ age)"
LAPLWPAFFT11A,"Worker Population Ratio - All Regions - Female, (15 - 29 years)"
LAPLWPAMAG11A,"Worker Population Ratio - All Regions - Male, All Age Groups"
LAPLWPAMFF11A,"Worker Population Ratio - All Regions - Male, (15 - 59 years)"
LAPLWPAMFP11A,"Worker Population Ratio - All Regions - Male, (15+ age)"
LAPLWPAMFT11A,"Worker Population Ratio - All Regions - Male, (15 - 29 years)"
LAPLWPRAAG11A,"Worker Population Ratio - Rural - Both Genders, All Age Groups"
LAPLWPRAFF11A,"Worker Population Ratio - Rural - Both Genders, (15 - 59 years)"
LAPLWPRAFP11A,"Worker Population Ratio - Rural - Both Genders, (15+ age)"
LAPLWPRAFT11A,"Worker Population Ratio - Rural - Both Genders, (15 - 29 years)"
LAPLWPRFAG11A,"Worker Population Ratio - Rural - Female, All Age Groups"
LAPLWPRFFF11A,"Worker Population Ratio - Rural - Female, (15 - 59 years)"
LAPLWPRFFP11A,"Worker Population Ratio - Rural - Female, (15+ age)"
LAPLWPRFFT11A,"Worker Population Ratio - Rural - Female, (15 - 29 years)"
LAPLWPRMFF11A,"Worker Population Ratio - Rural - Male, (15 - 59 years)"
LAPLWPRMFT11A,"Worker Population Ratio - Rural - Male, (15 - 29 years)"
LAPLWPUAAG11A,"Worker Population Ratio - Urban - Both Genders, All Age Groups"
LAPLWPUAFF11A,"Worker Population Ratio - Urban - Both Genders, (15 - 59 years)"
LAPLWPUAFP11A,"Worker Population Ratio - Urban - Both Genders, (15+ age)"
LAPLWPUAFT11A,"Worker Population Ratio - Urban - Both Genders, (15 - 29 years)"
LAPLWPUFAG11A,"Worker Population Ratio - Urban - Female, All Age Groups"
LAPLWPUFFF11A,"Worker Population Ratio - Urban - Female, (15 - 59 years)"
LAPLWPUFFP11A,"Worker Population Ratio - Urban - Female, (15+ age)"
LAPLWPUFFT11A,"Worker Population Ratio - Urban - Female, (15 - 29 years)"
LAPLWPUMAG11A,"Worker Population Ratio - Urban - Male, All Age Groups"
LAPLWPUMFF11A,"Worker Population Ratio - Urban - Male, (15 - 59 years)"
LAPLWPUMFP11A,"Worker Population Ratio - Urban - Male, (15+ age)"
LAPLWPUMFT11A,"Worker Population Ratio - Urban - Male, (15 - 29 years)"
LAWRAGGAVG13M,Daily Average Wage Rate in Rural Areas for Men (Blended Series)
LAWRAGGAVG98M,Daily Average Wage Rate in Rural Areas for Men (Old Series)
LAWRAGRAVG13M,Daily Average Wage Rate in Rural Areas for Men - Agricultural activities (Blended Series)
LAWRAGRAVG98M,Daily Average Wage Rate in Rural Areas for Men - Agricultural activities (Old Series)
LAWRANMHUS13M,Daily Average Wage Rate in Rural Areas for Men -  Animal Husbandry Workers (New Series)
LAPLEMCAMR11A,"Percentage distribution of workers by usual employment status - All Areas, Male - Regular wage, salaried"
LAPLEMCUFO11A,"Percentage distribution of workers by usual employment status - Urban Areas, Female - Own account employer"
LAPLLPRFFF11A,"Labour Force Participation Rate - Rural - Female, (15 - 59 years)"
LAPLURRAAG11A,"Unemployment Rate - Rural - Both Genders, All Age Groups"
LAPLURUMAG11A,"Unemployment Rate - Urban - Male, All Age Groups"
LAPLWPRMAG11A,"Worker Population Ratio - Rural - Male, All Age Groups"
LAPLWPRMFP11A,"Worker Population Ratio - Rural - Male, (15+ age)"
LAWRBEEDIM13M,Daily Average Wage Rate in Rural Areas for Men -  Beedi Makers (New Series)
LAWRBLCKSM13M,Daily Average Wage Rate in Rural Areas for Men -  Blacksmith (New Series)
LAWRBLCKSM98M,Daily Average Wage Rate in Rural Areas for Men - Blacksmith (Old Series)
LAWRBOCABA13M,"Daily Average Wage Rate in Rural Areas for Men -  Bamboo, Cane basket weavers (New Series)"
LAWRCARPTR13M,Daily Average Wage Rate in Rural Areas for Men -  Carpenter (New Series)
LAWRCARPTR98M,Daily Average Wage Rate in Rural Areas for Men - Carpenter (Old Series)
LAWRCNCRSH98M,Daily Average Wage Rate in Rural Areas for Men - Cane crushing (Old Series)
LAWRCOBBLR98M,Daily Average Wage Rate in Rural Areas for Men - Cobbler (Old Series)
LAWRCONSTW13M,Daily Average Wage Rate in Rural Areas for Men -  Construction Workers (New Series)
LAWRDRIVER13M,Daily Average Wage Rate in Rural Areas for Men -  LMV and Tractors drivers (New Series)
LAWRDRIVER98M,Daily Average Wage Rate in Rural Areas for Men - Tractor Driver (Old Series)
LAWRELECTR13M,Daily Average Wage Rate in Rural Areas for Men -  Electrician (New Series)
LAWRFISHDS13M,Daily Average Wage Rate in Rural Areas for Men -  Coastal / Deep sea Fisherman (New Series)
LAWRGENAGL13M,Daily Average Wage Rate in Rural Areas for Men -  General Agricultural Labourers (New Series)
LAWRHANDIT13M,Daily Average Wage Rate in Rural Areas for Men -  Handicraft Workers (New Series)
LAWRHARVES13M,Daily Average Wage Rate in Rural Areas for Men -  Harvesting / Winnowing / Threshing workers (New Series)
LAWRHARVES98M,Daily Average Wage Rate in Rural Areas for Men - Harvesting (Old Series)
LAWRHERDSM98M,Daily Average Wage Rate in Rural Areas for Men - Herdsman (Old Series)
LAWRHORTWR13M,Daily Average Wage Rate in Rural Areas for Men -  Horticulture Workers (New Series)
LAWRLOGCUT13M,Daily Average Wage Rate in Rural Areas for Men -  Loggers and Wood Cutters (New Series)
LAWRMASONT13M,Daily Average Wage Rate in Rural Areas for Men -  Mason (New Series)
LAWRMASONT98M,Daily Average Wage Rate in Rural Areas for Men - Mason (Old Series)
LAWRNAGAVG13M,Daily Average Wage Rate in Rural Areas for Men - Non - Agricultural activities (Blended Series)
LAWRNAGAVG98M,Daily Average Wage Rate in Rural Areas for Men - Non - Agricultural activities (Old Series)
LAWROTRLAB13M,Daily Average Wage Rate in Rural Areas for Men -  Other Non-Agricultural Labourers (New Series)
LAWROTRLAB98M,Daily Average Wage Rate in Rural Areas for Men - Other Unskilled Labourers (Old Series)
LAWRPACKNG13M,Daily Average Wage Rate in Rural Areas for Men -  Packaging Labourers (New Series)
LAWRPICKNG13M,Daily Average Wage Rate in Rural Areas for Men -  Picking Workers (New Series)
LAWRPICKNG98M,Daily Average Wage Rate in Rural Areas for Men - Picking (Old Series)
LAWRPLOTIL13M,Daily Average Wage Rate in Rural Areas for Men -  Ploughing/Tilling Workers (New Series)
LAWRPLOTIL98M,Daily Average Wage Rate in Rural Areas for Men - Ploughing (Old Series)
LAWRPLUMBR13M,Daily Average Wage Rate in Rural Areas for Men -  Plumbers (New Series)
LAWRSOWING13M,Daily Average Wage Rate in Rural Areas for Men -  Sowing (New Series)
LAWRSOWING98M,Daily Average Wage Rate in Rural Areas for Men - Sowing (Old Series)
LAWRSWEEPG98M,Daily Average Wage Rate in Rural Areas for Men - Sweeper (Old Series)
LAWRTHRESH98M,Daily Average Wage Rate in Rural Areas for Men - Threshing (Old Series)
LAWRTRNSPL98M,Daily Average Wage Rate in Rural Areas for Men - Transplanting (Old Series)
LAWRWEAVER13M,Daily Average Wage Rate in Rural Areas for Men -  Weavers (New Series)
LAWRWEEDNG98M,Daily Average Wage Rate in Rural Areas for Men - Weeding (Old Series)
LAWRWINNOW98M,Daily Average Wage Rate in Rural Areas for Men - Winnowing (Old Series)
NAGDNAGGVA00A,Nominal GVA - Agriculture and Allied Activities (1999-2000 Series)
NAGDNAGGVA00Q,"Nominal GVA - Agriculture and Allied Activities (1999-2000 Series, Quarterly)"
NAGDNAGGVA05A,Nominal GVA - Agriculture and Allied Activities (2004-05 Series)
NAGDNAGGVA05Q,"Nominal GVA - Agriculture and Allied Activities (2004-05 Series, Quarterly)"
NAGDNAGGVA12A,Nominal GVA - Agriculture and Allied Activities (2011-12 Series)
NAGDNAGGVA12Q,"Nominal GVA - Agriculture and Allied Activities (2011-12 Series, Quarterly)"
NAGDNAGGVA94A,Nominal GVA - Agriculture and Allied Activities (1993-94 Series)
NAGDNBLGDP11Q,"Nominal GDP (Quarterly, Blended)"
NAGDNBLGVA11A,Nominal Gross Value Added (Blended)
NAGDNCOGVA00Q,"Nominal GVA - Construction (1999-2000 Series, Quarterly)"
NAGDNCOGVA05Q,"Nominal GVA - Construction (2004-05 Series, Quarterly)"
NAGDNCOGVA12Q,"Nominal GVA - Construction (2011-12 Series, Quarterly)"
NAGDNFPGVA00Q,"Nominal GVA - Financial, Real Estate & Professional Services (1999-2000 Series, Quarterly)"
NAGDNFPGVA05Q,"Nominal GVA - Financial, Real Estate & Professional Services (2004-05 Series, Quarterly)"
NAGDNGDPXD00Q,"Nominal GDP excluding Government Consumption (1999-2000 Series, Quarterly)"
NAGDNGDPXD05Q,"Nominal GDP excluding Government Consumption (2004-05 Series, Quarterly)"
NAGDNGDPXD12Q,"Nominal GDP excluding Government Consumption (2011-12 Series, Quarterly)"
NAGDNGDPXG00Q,"Nominal GDP excluding Statistical discrepancies (1999-2000 Series, Quarterly)"
LAPLURRFFT11A,"Unemployment Rate - Rural - Female, (15 - 29 years)"
LAWRFISHIN13M,Daily Average Wage Rate in Rural Areas for Men -  Inland Fisherman (New Series)
LAWRPLTPRO13M,Daily Average Wage Rate in Rural Areas for Men -  Plant Protection Workers (New Series)
LAWRSWEEPG13M,Daily Average Wage Rate in Rural Areas for Men -  Sweeping/ Cleaning Workers (New Series)
LAWRWELDIG98M,Daily Average Wage Rate in Rural Areas for Men - Well digging (Old Series)
NAGDNFPGVA12Q,"Nominal GVA - Financial, Real Estate & Professional Services (2011-12 Series, Quarterly)"
NAGDNGDPXG05Q,"Nominal GDP excluding Statistical discrepancies (2004-05 Series, Quarterly)"
NAGDNGDPXG12Q,"Nominal GDP excluding Statistical discrepancies (2011-12 Series, Quarterly)"
NAGDNGPXGC05A,Nominal GDP excluding Government Final Consumption (2004-05 Series)
NAGDNGPXGC12A,Nominal GDP excluding Government Final Consumption (2011-12 Series)
NAGDNGPXSD05A,Nominal GDP excluding Statistical Discrepancies (2004-05 Series)
NAGDNBLGVA11Q,"Nominal GVA (Quarterly, Blended)"
NAGDNGPXSD12A,Nominal GDP excluding Statistical Discrepancies (2011-12 Series)
NAGDNGVAXA00Q,"Nominal GVA - Excluding Agriculture and Allied Activities (1999-2000 Series, Quarterly)"
NAGDNGVAXA05Q,"Nominal GVA - Excluding Agriculture and Allied Activities (2004-05 Series, Quarterly)"
NAGDNGVAXA12Q,"Nominal GVA - Excluding Agriculture and Allied Activities (2011-12 Series, Quarterly)"
NAGDNINGVA00A,Nominal GVA - Industry (1999-2000 Series)
NAGDNINGVA00Q,"Nominal GVA - Industry (1999-2000 Series, Quarterly)"
NAGDNINGVA05A,Nominal GVA - Industry (2004-05 Series)
NAGDNINGVA05Q,"Nominal GVA - Industry (2004-05 Series, Quarterly)"
NAGDNINGVA12A,Nominal GVA - Industry (2011-12 Series)
NAGDNINGVA12Q,"Nominal GVA - Industry (2011-12 Series, Quarterly)"
NAGDNINGVA94A,Nominal GVA - Industry (1993-94 Series)
NAGDNMAGVA00Q,"Nominal GVA - Manufacturing (1999-2000 Series, Quarterly)"
NAGDNMAGVA05Q,"Nominal GVA - Manufacturing (2004-05 Series, Quarterly)"
NAGDNMAGVA12Q,"Nominal GVA - Manufacturing (2011-12 Series, Quarterly)"
NAGDNMIGVA00Q,"Nominal GVA - Mining and Quarrying (1999-2000 Series, Quarterly)"
NAGDNMIGVA05Q,"Nominal GVA - Mining and Quarrying (2004-05 Series, Quarterly)"
NAGDNMIGVA12Q,"Nominal GVA - Mining and Quarrying (2011-12 Series, Quarterly)"
NAGDNOAGRI05A,Nominal GVA - Agriculture (2004-05 series)
NAGDNOAIRT12A,Nominal GVA - Air transport (2011-12 series)
NAGDNOBKIN05A,Nominal GVA - Banking and Insurance (2004-05 series)
NAGDNOCOMU05A,Nominal GVA - Communication (2004-05 series)
NAGDNOCOMU12A,Nominal GVA - Communication & Services Related to Broadcasting (2011-12 series)
NAGDNOCONS05A,Nominal GVA - Construction (2004-05 series)
NAGDNOCONS12A,Nominal GVA - Construction (2011-12 series)
NAGDNOCROP12A,Nominal GVA - Crops (2011-12 series)
NAGDNOCSPS05A,"Nominal GVA - Community, Social and Personal Services (2004-05 series)"
NAGDNOFINA12A,Nominal GVA - Financial services (2011-12 series)
NAGDNOFIRP12A,"Nominal GVA - Financial services, Real estate, Professional services (2011-12 series)"
NAGDNOFISH05A,Nominal GVA - Fishing (2004-05 series)
NAGDNOFISH12A,Nominal GVA - Fishing and Aquaculture (2011-12 series)
NAGDNOFOLO05A,Nominal GVA - Forestry and Logging (2004-05 series)
NAGDNOFOLO12A,Nominal GVA - Forestry and Logging (2011-12 series)
NAGDNOFOOD12A,"Nominal GVA - Food Products, Beverages and Tobacco (2011-12 series)"
NAGDNOFRBS05A,"Nominal GVA - Financial Services, Real Estate and Business Services (2004-05 series)"
